Age,FrequentFlyer,AnnualIncomeClass,ServicesOpted,AccountSyncedToSocialMedia,BookedHotelOrNot,Target,TextualData
33,Yes,Low Income,1,Yes,No,1,"The customer is 33 years old and has confirmed that he/she is a frequent flyer. The customer falls into the low income category based on the annual income class. The customer has only opted for 1 service. Additionally, the customer has connected his/her account to social media platforms. However, the customer has not yet booked a hotel."
30,No,Middle Income,3,No,No,0,"This customer is aged 30 and does not have frequent flyer status. Their annual income falls in the middle-income range. They have opted for 3 services with the travel company. The customer has not synced their account to any social media platform. Additionally, they have not yet booked a hotel through the company."
31,No,Middle Income,5,No,No,0,"The customer is 31 years old and does not have frequent flyer status. Their annual income class is classified as Middle Income. They have opted for 5 services but have not synced their account to any social media platforms. Additionally, they have not booked a hotel."
29,No,Low Income,1,No,Yes,0,"Based on the provided data, the customer is 29 years old and does not have frequent flyer status. They fall under the low-income category according to their annual income level. The customer has opted for only 1 service and has not synced their account to any social media platform. Additionally, they have booked a hotel."
30,Yes,High Income,1,No,No,0,The customer is aged 30 and has a high annual income. They are a frequent flyer and have not synced their account to social media. The customer has opted for 1 service but has not booked a hotel.
30,No Record,Middle Income,4,Yes,Yes,0,"Based on the given indicators, a customer with an age of 30 falls within the middle-income bracket. They have opted for 4 services, have their account synced to social media, and have booked a hotel. Additionally, they are not a frequent flyer. These indicators collectively contribute towards predicting whether the customer will churn or not."
30,No,Low Income,2,Yes,No,1,"This customer is 30 years old and does not have frequent flyer status. They fall into the low income annual income class category. They have opted for 2 services. Their account is synced to social media, and they have not booked a hotel."
35,Yes,Low Income,3,No,Yes,1,"The customer is 35 years old and has a low income. They have opted for 3 services and have booked a hotel. The customer is a frequent flyer, but their account is not synced to social media."
31,Yes,High Income,6,No,Yes,1,"The customer is 31 years old and has a high income. They are a frequent flyer and have opted for 6 services. Their account is not synced to social media, and they have booked a hotel."
27,No,Low Income,1,Yes,No,0,"This customer is 27 years old and has a low annual income. They are not a frequent flyer. They have opted for 1 service and their account is synced to social media. However, they have not booked a hotel."
37,No,Middle Income,2,Yes,No,0,The customer is 37 years old. They are not a frequent flyer and fall into the middle-income class. The customer has opted for 2 services and has their account synced to social media. They have not booked a hotel.
34,No,Middle Income,1,No,Yes,0,"The customer is 34 years old and falls under the category of Middle Income for annual income. They are not a Frequent Flyer and have opted for 1 service. Their account is not synced to social media, but they have booked a hotel."
30,Yes,Low Income,4,No,No,0,"Based on the indicators provided, a customer aged 30 with a low annual income has opted for 4 services with a frequent flyer status. The customer has not synced their account to social media and has not booked a hotel."
34,No,Middle Income,3,No,Yes,0,The customer is aged 34 and falls under the Middle Income category for Annual Income. They have not opted for Frequent Flyer services and their Account is not synced to Social Media. The customer has booked a hotel and opted for 3 services.
